userId,movieId,rating,timestamp
104,13,5,964982951
105,14,4,964983056
106,1,5,964983504
107,2,3,964983536
108,3,3,964982620
109,4,5,964981125
110,5,4,964981230
111,6,4,964981404
112,7,5,964983034
113,8,4,964983056
114,9,4,964981780
115,10,5,964981497
116,12,5,964982176
117,13,4,964981710
118,14,4,964982211
119,1,5,964981710
120,2,4,964984176
121,3,5,964980523
122,4,4,964981888
123,5,5,964982903
124,6,4,964982563
125,7,5,964982791
126,8,4,964981747
127,9,5,964982400
128,10,5,964982838
129,12,5,964982838
130,13,3,964981710
131,14,5,964982653
132,1,4,964982838
133,2,4,964982588
134,3,4,964981725
135,4,5,964982529
136,5,5,964982876
137,6,5,964982791
138,7,5,964982791
139,8,5,964982838
140,9,4,964981725
141,10,5,964981710
142,12,4,964981680
143,13,4,964981710
144,14,2,964981775
145,1,4,964982989
146,2,4,964982310
147,3,5,964983664
148,4,5,964983263
149,5,2,964983546
150,6,5,964983861
151,7,4,964982462
152,8,5,964983123
153,9,2,964983094
154,10,5,964981093
155,12,4,964982310
156,13,3,964982513
157,14,5,964982242
158,1,4,964982620
159,2,5,964983414
160,3,5,964982588
161,4,4,964984169
162,5,4,965719662
163,6,5,964981278
164,7,3,964982328
165,8,5,964982242
166,9,5,964981265
167,10,5,964981888
168,12,5,964983000
169,13,5,964981144
170,14,4,964983080
171,1,2,964982588
172,2,4,964980523
173,3,4,964982377
174,4,5,964982620
175,5,4,964983393
176,6,4,964983414
177,7,5,964983393
178,8,3,964983426
179,9,5,964981855
180,10,5,964980985
181,12,5,964983414
182,13,5,964982703
183,14,4,964981710
184,1,4,964980523
185,2,5,964980868
186,3,5,964981680
187,4,5,964982703
188,5,4,964982290
189,6,5,964981872
190,7,5,964982176
191,8,5,964982191
192,9,5,964981888
193,10,5,964983282
194,12,4,964983034
195,13,5,964982495
196,14,5,964982271
197,1,5,964982242
198,2,4,964980896
199,3,5,964983762
200,4,5,964982791
201,5,5,964981208
202,6,5,964984086
203,7,4,964981872
204,8,5,964983873
205,9,4,964982495
206,10,1,964983504
207,12,3,964981093
208,13,3,964983108
209,14,5,964981107
210,1,5,964983536
211,2,5,964983484
212,3,4,964981799
213,4,4,964981799
214,5,5,964982328
215,6,5,964984054
216,7,5,964981144
217,8,4,964981725
218,9,4,964981775
219,10,4,964982271
220,12,5,964980668
221,13,4,964980683
222,14,4,964982271
223,1,5,964981589
224,2,5,964983737
225,3,5,964981909
226,4,5,964982363
227,5,4,964982417
228,6,4,964980694
229,7,5,964981855
230,8,4,964981220
231,9,4,964982903
232,10,5,964984002
233,12,3,1445714835
234,13,4,1445715029
235,14,4.5,1445715228
236,1,4,1445714885
237,2,4,1445714952
238,3,3.5,1445714960
239,4,4,1445715013
240,5,4,1445715064
241,6,4.5,1445715141
242,7,5,1445714980
243,8,4.5,1445715154
244,9,3,1445714974
245,10,4,1445714926
246,12,3,1445714941
247,13,4,1445714841
248,14,4.5,1445715340
249,1,5,1445715172
250,2,4,1445715166
251,3,5,1445715189
252,4,3.5,1445714891
253,5,2.5,1445714938
254,6,3.5,1445714874
255,7,5,1445714966
256,8,3,1445715145
257,9,4,1445714882
258,10,2,1445715276
259,12,3.5,1445714854
260,13,5,1445715272
261,14,5,1445714851
262,1,0.5,1306463578
263,2,0.5,1306464275
264,3,0.5,1306463619
265,4,0.5,1306464228
266,5,0.5,1306463595
267,6,5,1306463611
268,7,0.5,1306463567
269,8,0.5,1306463627
270,9,0.5,1306464216
271,10,0.5,1306463569
272,12,0.5,1306463624
273,13,3.5,1306463323
274,14,0.5,1306464189
275,1,3,1306463561
276,2,4.5,1306464003
277,3,0.5,1306464175
278,4,0.5,1306463572
279,5,0.5,1306464261
280,6,2,1306463559
281,7,4,1306463631
282,8,0.5,1306464293
283,9,5,1306463925
284,10,4.5,1306464054
285,12,0.5,1306463638
286,13,5,1306463603
287,14,0.5,1306464245
288,1,5,1306463770
289,2,0.5,1306464284
290,3,5,1306463718
291,4,5,1306463708
292,5,4.5,1306464021
293,6,5,1306463825
294,7,0.5,1306464204
295,8,5,1306463670
296,9,4.5,1306464036
297,10,5,1306463684
298,12,4.5,1306463993
299,13,5,1306463815
300,14,0.5,1306464164
301,1,3,986935199
302,2,2,945173447
303,3,3,986935047
304,4,2,945173425
305,5,3,964622786
306,6,3,964538444
307,7,4,986848784
308,8,5,964622758
309,9,1,986848920
310,10,5,945078571
311,12,3,945078428
312,13,5,964622565
313,14,2,945079259
314,1,5,945079078
315,2,1,945629040
316,3,5,964622684
317,4,2,945173513
318,5,3,986848894
319,6,5,945079259
320,7,5,964538468
321,8,1,945173350
322,9,5,945079182
323,10,5,964538500
324,12,4,945629063
325,13,4,964622786
326,14,3,986934901
327,1,3,964623306
328,2,4,945078690
329,3,2,945078467
330,4,1,986934915
331,5,2,986848828
332,6,5,945079259
333,7,5,945174290
334,8,5,945079872
335,9,1,945079106
336,10,5,945078636
337,12,1,964538832
338,13,2,945079301
339,14,4,945079670
340,1,5,964539986
341,2,3,986848609
342,3,2,945078587
343,4,5,964540008
344,5,3,945079906
345,6,4,986935230
346,7,3,945078601
347,8,4,945079106
348,9,4,964622714
349,10,5,964623347
350,12,4,945079653
351,13,4,945078446
352,14,4,945079837
353,1,5,945173902
354,2,5,945173989
355,3,5,945173902
356,4,5,945079670
357,5,5,945079521
358,6,5,945173602
359,7,5,964538571
360,8,3,986849085
361,9,4,945079232
362,10,5,945173654
363,12,3,964540578
364,13,2,986934819
365,14,4,945079483
366,1,5,945173692
367,2,2,945078946
368,3,5,986934696
369,4,5,945079259
370,5,5,964539723
371,6,3,964538500
372,7,5,964539723
373,8,5,986934625
374,9,4,964539180
375,10,1,964778513
376,12,5,964538500
377,13,5,964538763
378,14,5,964538763
379,1,3,964538728
380,2,2,945078967
381,3,5,945174025
382,4,1,964539205
383,5,4,945079729
384,6,4,964539961
385,7,4,964539326
386,8,5,945174008
387,9,4,964538728
388,10,4,964622684
389,12,4,986849037
390,13,2,986934832
391,14,5,945079653
392,1,5,945078690
393,2,4,945079653
394,3,4,964538763
395,4,3,945078467
396,5,1,945173766
397,6,5,945079767
398,7,4,945173492
399,8,4,964622830
400,9,4,945079790
401,10,3,986935244
402,12,1,945079906
403,13,2,945079837
404,14,4,964622758
405,1,1,945629015
406,2,4,945079956
407,3,4,945079889
408,4,5,945079143
409,5,3,964539357
410,6,5,945174134
411,7,2,986849001
412,8,4,964622642
413,9,3,964622617
414,10,2,964539431
415,12,4,945629179
416,13,3,964540505
417,14,4,964622714
418,1,1,986934786
419,2,3,986934870
420,3,5,945079653
421,4,2,964622684
422,5,5,945078967
423,6,4,986934786
424,7,2,945078690
425,8,4,945079052
426,9,5,945079521
427,10,4,986935016
428,12,3,986935328
429,13,5,986934738
430,14,5,964539855
431,1,5,945174008
432,2,4,945079729
433,3,5,964540008
434,4,1,945629238
435,5,1,964622590
436,6,2,964538964
437,7,4,945078467
438,8,4,964622590
439,9,5,945079164
440,10,3,964623306
441,12,4,986935302
442,13,4,945079858
443,14,1,945173385
444,1,5,945078863
445,2,5,964622684
446,3,1,986848894
447,4,4,945079790
448,5,5,945079013
449,6,2,945078542
450,7,4,964539986
451,8,1,964778621
452,9,2,945173553
453,10,5,964539628
454,12,5,945078814
455,13,5,964539140
456,14,4,986935016
457,1,4,945078708
458,2,5,986934870
459,3,2,945078528
460,4,2,945078946
461,5,4,986848610
462,6,4,986936200
463,7,5,945079920
464,8,4,986934884
465,9,3,964778197
466,10,5,964622487
467,12,4,964539121
468,13,1,964538930
469,14,4,964539771
470,1,4,964539828
471,2,4,964623306
472,3,4,986934498
473,4,3,964622758
474,5,5,964538329
475,6,4,964539395
476,7,4,986849238
477,8,2,964538243
478,9,1,986848908
479,10,5,964538351
480,12,2,986849212
481,13,1,986935199
482,14,3,964539085
483,1,3,986936207
484,2,5,986849180
485,3,4,986934465
486,4,3,986849149
487,5,4,986849164
488,6,4,986849130
489,7,3,986934819
490,8,1,986849254
491,9,3,986848856
492,10,4,986849180
493,12,3,986849201
494,13,3,986849226
495,14,4,986849149
496,1,5,986848753
497,2,3,986848665
498,3,4,986934901
499,4,3,986848685
500,5,3,986848700
501,6,2,1007569424
502,7,5,986848685
503,8,4,1007574542
504,9,3,1007569465
505,10,2,1007569424
506,12,4,1007574470
507,13,1,1007569465
508,14,4,1007569586
509,1,3,1007574509
510,2,1,1007569586
511,3,3,1007574532
512,4,5,1007569445
513,5,3,1007569445
514,6,4,1007574532
515,7,4,1007569465
516,8,5,1007569424
517,9,4,847434962
518,10,4,847435238
519,12,4,847434881
520,13,4,847435292
521,14,3,847434961
522,1,4,847434881
523,2,5,847435238
524,3,4,847434880
525,4,3,847434748
526,5,3,847434802
527,6,4,847435292
528,7,5,847435337
529,8,3,847435292
530,9,4,847435238
531,10,3,847435129
532,12,1,847435311
533,13,5,847435311
534,14,5,847434748
535,1,3,847435337
536,2,2,847434832
537,3,3,847434880
538,4,3,847434802
539,5,3,847434832
540,6,2,847435238
541,7,3,847434882
542,8,4,847435129
543,9,2,847434748
544,10,3,847435292
545,12,4,847434801
546,13,4,847435337
547,14,5,847435311
548,1,3,847435129
549,2,5,847434960
550,3,4,847435258
551,4,3,847435311
552,5,4,847434801
553,6,3,847435258
554,7,5,847434747
555,8,3,847434747
556,9,5,847435238
557,10,5,847434832
558,12,5,847435292
559,13,3,847434962
560,14,3,847435258
561,1,4,845553522
562,2,5,845554296
563,3,3,845554349
564,4,5,845553938
565,5,4,845553757
566,6,4,845554264
567,7,3,845555281
568,8,3,845553253
569,9,4,845553489
570,10,3,845555588
571,12,4,845554505
572,13,4,845553819
573,14,4,845553559
574,1,2,845553382
575,2,2,845553382
576,3,5,845553875
577,4,4,845554397
578,5,3,845553695
579,6,4,845555362
580,7,3,845555402
581,8,3,845553819
582,9,4,845553426
583,10,4,845553354
584,12,5,845553726
585,13,4,845554962
586,14,4,845555607
587,1,3,845553907
588,2,4,845554551
589,3,4,845553317
590,4,1,845553381
591,5,4,845555402
592,6,4,845554263
593,7,4,845555454
594,8,4,845553660
595,9,3,845555070
596,10,3,845555151
597,12,4,845555317
598,13,3,845554907
599,14,5,845556131
600,1,3,845555300
601,2,2,845555694
602,3,4,845555124
603,4,4,845555454
604,5,4,845554584
605,6,4,845553559
606,7,3,845555151
607,8,1,845555436
608,9,4,845554349
609,10,3,845553757
610,12,5,845553283
611,13,4,845553994
612,14,3,845556257
613,1,3,845555342
614,2,3,845554987
615,3,3,845555024
616,4,4,845553586
617,5,4,845553966
618,6,4,845555607
619,7,4,845553110
620,8,4,845553586
621,9,3,845553146
622,10,4,845553660
623,12,3,845555006
624,13,5,845553457
625,14,3,845553253
626,1,3,845553907
627,2,3,845553146
628,3,5,845553695
629,4,3,845554263
630,5,3,845555402
631,6,3,845554479
632,7,3,845554931
633,8,1,845555362
634,9,2,845555006
635,10,3,845553938
636,12,3,845553283
637,13,3,845553619
638,14,3,845556241
639,1,2,845554931
640,2,4,845554455
641,3,3,845553586
642,4,3,845556290
643,5,3,845553619
644,6,3,845555477
645,7,4,845554024
646,8,3,845553253
647,9,3,845556106
648,10,4,845556310
649,12,4,845556181
650,13,4,845554099
651,14,3,845555382
652,1,2,845553994
653,2,3,845556131
654,3,4,845554024
655,4,3,845553794
656,5,4,845553381
657,6,5,845553966
658,7,3,845553174
659,8,2,845554176
660,9,4,845553559
661,10,4,845553875
662,12,3,845554987
663,13,3,845555571
664,14,3,845555588
665,1,5,845554263
666,2,4,845555588
667,3,3,845556257
668,4,4,845553619
669,5,3,845553283
670,6,3,845555655
671,7,3,845553726
672,8,5,845554176
673,9,3,845555172
674,10,4,845553695
675,12,5,845554551
676,13,3,845553726
677,14,3,845553457
678,1,3,845554376
679,2,3,845555172
680,3,4,845555249
681,4,3,845553875
682,5,4,845555151
683,6,4,845553907
684,7,5,845553844
685,8,3,845555436
686,9,4,845554320
687,10,3,845553522
688,12,2,845553283
689,13,3,845554455
690,14,3,845555571
691,1,4,845553253
692,2,3,845553660
693,3,2,845553110
694,4,3,845555436
695,5,3,845554099
696,6,4,845555546
697,7,3,845556119
698,8,1,845555151
699,9,3,845555546
700,10,5,845554603
701,12,4,845553522
702,13,5,845553174
703,14,4,845553457
704,1,5,845553200
705,2,1,845554062
706,3,4,845553200
707,4,3,845555071
708,5,3,845555046
709,6,5,845553757
710,7,3,845556223
711,8,5,845553586
712,9,4,845553253
713,10,4,845555265
714,12,3,845553938
715,13,3,845555172
716,14,3,845553146
717,1,3,845555300
718,2,3,845553938
719,3,5,845553146
720,4,5,845553489
721,5,4,845554455
722,6,3,845555382
723,7,4,845553726
724,8,4,845555402
725,9,4,845553819
726,10,5,845553200
727,12,3,845553457
728,13,3,845555265
729,14,3,845556412
730,1,3,845555094
731,2,4,845554376
732,3,3,845553994
733,4,5,845553317
734,5,3,845554962
735,6,4,845553317
736,7,5,845553726
737,8,4,845553794
738,9,3,845554141
739,10,3,845554296
740,12,5,845553317
741,13,3,845554987
742,14,4,845553110
743,1,3,845553994
744,2,3,845554397
745,3,3,845554320
746,4,3,845554603
747,5,3,845553354
748,6,3,845554505
749,7,4,845554420
750,8,3,845554962
751,9,3,845554224
752,10,3,845554551
753,12,5,845553489
754,13,4,845553200
755,14,3,845553489
756,1,3,845554505
757,2,4,845553457
758,3,3,845555124
759,4,4,845555024
760,5,4,845553283
761,6,3,845554062
762,7,5,845553174
763,8,3,845555546
764,9,3,845555281
765,10,2,845553844
766,12,4,845553907
767,13,4,845555477
768,14,3,845555632
769,1,4,845553522
770,2,4,845554099
771,3,4,845554141
772,4,5,845553200
773,5,3,845553794
774,6,3,845554505
775,7,3,845554584
776,8,4,845554141
777,9,3,845555172
778,10,3,845554176
779,12,3,845553819
780,13,5,845553354
781,14,3,845554455
782,1,3,845555317
783,2,4,845553586
784,3,3,845553522
785,4,3,845555546
786,5,4,845553794
787,6,4,845554908
788,7,3,845553844
789,8,3,845554479
790,9,3,845553426
791,10,3,845554296
792,12,3,845554224
793,13,3,845556181
794,14,3,845554551
795,1,3,845553426
796,2,3,845554099
797,3,4,845554524
798,4,3,845554099
799,5,2,845554349
800,6,3,845554908
801,7,3,845553875
802,8,5,845553559
803,9,4,845555342
804,10,3,845555070
805,12,5,845553381
806,13,5,845553146
807,14,3,845553317
808,1,5,845553109
809,2,3,845553109
810,3,4,845553174
811,4,4,845553819
812,5,5,845553174
813,6,3,845554141
814,7,4,845553354
815,8,3,845555024
816,9,3,845553844
817,10,4,845555342
818,12,5,845554062
819,13,3,845555300
820,14,4,845555265
821,1,4,845555046
822,2,1,845555362
823,3,4,845555151
824,4,3,845556147
825,5,3,845555342
826,6,3,845555694
827,7,3,845556378
828,8,4,845556147
829,9,3,845555571
830,10,4,845554376
831,12,5,845555249
832,13,3,845556223
833,14,4,845555317
834,1,2,845555694
835,2,5,845553619
836,3,3,845555046
837,4,1,845555006
838,5,3,845555632
839,6,3,845556462
840,7,5,845556915
841,8,5,845554584
842,9,3,845556506
843,10,3,845555656
844,12,3,845556194
845,13,4,845554584
846,14,3,845555514
847,1,5,845556222
848,2,4,845556194
849,3,3,845556241
850,4,4,845555514
851,5,3,845556120
852,6,3,845555675
853,7,4,845556340
854,8,4,845555694
855,9,3,845556412
856,10,3,845556181
857,12,3,845556340
858,13,3,845556448
859,14,3,845556241
860,1,3,845556808
861,2,3,845556567
862,3,4,845556475
863,4,4,845556808
864,5,4,845556323
865,6,2,845556412
866,7,4,845556506
867,8,4,845556694
868,9,3,845556462
869,10,5,845556694
870,12,4,845556860
871,13,4,845556579
872,14,3,845555571
873,1,4,845556278
874,2,3,845555454
875,3,4.5,1106635946
876,4,4.5,1106635993
877,5,3,1106635520
878,6,4.5,1106635925
879,7,4,1106635987
880,8,5,1106635933
881,9,5,1106635915
882,10,3,1106635937
883,12,5,1106635532
884,13,5,1106635917
885,14,2,1106635714
886,1,3,1106635971
887,2,2.5,1106635940
888,3,3,1106635922
889,4,5,1106635912
890,5,3.5,1106712636
891,6,4,1106635981
892,7,4,1106636810
893,8,4.5,1106635943
894,9,3,1106635685
895,10,4,1106712615
896,12,4,1106635502
897,13,1.5,1106712613
898,14,4,1106635996
899,1,4,1106635462
900,2,4,1106635965
901,3,5,1106635496
902,4,4.5,1106635464
903,5,5,1106712575
904,6,1.5,1106635678
905,7,5,1106635681
906,8,3.5,1106635489
907,9,5,1106635423
908,10,4,1106635429
909,12,3,1107127060
910,13,3,1106635653
911,14,0.5,1106635416
912,1,4,1106635484
913,2,1.5,1106635444
914,3,4.5,1106635657
915,4,5,1106713565
916,5,2,1106712559
917,6,3.5,1106635625
918,7,5,1106635640
919,8,1.5,1106712553
920,9,3,1106635540
921,10,4.5,1113542732
922,12,2,1106635420
923,13,2.5,1106713072
924,14,1.5,1106713076
925,1,3.5,1106713081
926,2,4.5,1106635648
927,3,4,1106712546
928,4,4.5,1106635500
929,5,1.5,1106713005
930,6,4.5,1106712549
931,7,1.5,1106636534
932,8,1,1106712541
933,9,3.5,1106635630
934,10,5,1106635733
935,12,4,1106636596
936,13,2.5,1106635635
937,14,3,1161738301
938,1,4,1106712913
939,2,2,1106635742
940,3,2,1110855253
941,4,4,1106635524
942,5,0.5,1107127033
943,6,4.5,1106712869
944,7,1,1106635749
945,8,1.5,1109746591
946,9,1.5,1161738352
947,10,3,1106635738
948,12,4,1106636531
949,13,4,1106636718
950,14,4,1106636702
951,1,4.5,1106636589
952,2,4.5,1106636610
953,3,3.5,1106712866
954,4,3.5,1106636606
955,5,0.5,1106635735
956,6,4,1106636707
957,7,3,1106712820
958,8,3,1106636612
959,9,1.5,1106635745
960,10,5,1106713586
961,12,4.5,1106635705
962,13,4.5,1106636527
963,14,4,1106636600
964,1,4.5,1106712818
965,2,4,1106636516
966,3,4,1106712831
967,4,0.5,1157949714
968,5,4.5,1106636584
969,6,4.5,1106712827
970,7,2,1106712812
971,8,4.5,1106636579
972,9,4,1106636520
973,10,3,1173051472
974,12,4,1107473963
975,13,4.5,1106713442
976,14,3.5,1106636782
977,1,2.5,1106636592
978,2,2,1108602792
979,3,4.5,1106636844
980,4,4.5,1106636511
981,5,3.5,1108602755
982,6,1,1106779625
983,7,1,1161738306
984,8,4.5,1106636602
985,9,1.5,1109746594
986,10,1,1106713549
987,12,3.5,1118025961
988,13,1,1110757877
989,14,4.5,1122333561
990,1,4,1110757890
991,2,4,1106636098
992,3,3.5,1110173697
993,4,4,1106636064
994,5,1,1106636095
995,6,2.5,1106636069
996,7,2.5,1111552650
997,8,4,1106636101
998,9,3,1107474020
999,10,3.5,1113353083
1000,12,2,1107127004
1001,13,3.5,1118025982
1002,14,2,1118025946
1003,1,1.5,1122940686
1004,2,2,1118026013
1005,3,3.5,1128486479
1006,4,3.5,1116550784
1007,5,1,1121041079
1008,6,2,1121041002
1009,7,1,1125442102
1010,8,3,1121041015
1011,9,4.5,1122333538
1012,10,3.5,1162163504
1013,12,3.5,1149548381
1014,13,4.5,1144806100
1015,14,4,1157949636
1016,1,4.5,1157066190
1017,2,1,1159225196
1018,3,0.5,1161738279
1019,4,1,1157949732
1020,5,1,1169687318
1021,6,4.5,1162163488
1022,7,2.5,1174263740
1023,8,4.5,1165876367
1024,9,3.5,1174263775
1025,10,0.5,1176181731
1026,12,3,1173051469
1027,13,4,839463806
1028,14,2,839463509
1029,1,4,839463806
1030,2,4,839463564
1031,3,3,839463624
1032,4,5,839463546
1033,5,3,839463644
1034,6,4,839463546
1035,7,5,839463644
1036,8,3,839463527
1037,9,3,839464076
1038,10,4,839463422
1039,12,2,839463451
1040,13,5,839463509
1041,14,4,839463856
1042,1,3,839463509
1043,2,4,839463470
1044,3,3,839464076
1045,4,3,839463767
1046,5,3,839463856
1047,6,5,839463509
1048,7,3,839463767
1049,8,3,839463489
1050,9,4,839463422
1051,10,3,839463644
1052,12,5,839463489
1053,13,3,839463509
1054,14,3,839463527
1055,1,5,839463767
1056,2,5,839463546
1057,3,3,839463564
1058,4,4,839463644
1059,5,5,839463422
1060,6,1,839463702
1061,7,3,839463728
1062,8,4,839463546
1063,9,3,839463489
1064,10,4,839463527
1065,12,2,839463624
1066,13,5,839463728
1067,14,3,839463728
1068,1,3,839463702
1069,2,3,839463702
1070,3,5,839463422
1071,4,3,839463422
1072,5,4,839463470
1073,6,3,839463728
1074,7,3,1044656650
1075,8,3,1044657119
1076,9,4,1044656650
1077,10,3,1044656716
1078,12,3,1044657102
1079,13,4,1044657026
1080,14,5,1044657026
1081,1,2,1044656650
1082,2,4,1044657088
1083,3,5,1044656716
1084,4,5,1044657088
1085,5,4,1044656650
1086,6,2,1044656716
1087,7,3,1044657200
1088,8,4,1044657237
1089,9,3,1044656650
1090,10,5,1044657072
1091,12,3,1044657221
1092,13,2,1044656716
1093,14,2,1044656650
1094,1,3,1044656650
1095,2,3,1044657051
1096,3,1,1044657221
1097,4,1,1044656650
1098,5,5,1044657051
1099,6,4,1044656811
1100,7,3,1044656811
1101,8,4,1044656792
1102,9,4,1044656836
1103,10,4,1044656836
1104,12,5,1044656836
1105,13,1,1044656836
1106,14,1,1044657318
1107,1,3,1044657269
1108,2,3,1044656962
1109,3,4,1044656792
1110,4,1,1044657318
1111,5,4,1044657144
1112,6,5,1044656934
1113,7,5,1044656908
1114,8,4,1044656962
1115,9,1,1044657338
1116,10,4,1044657185
1117,12,2,1044657269
1118,13,4,1044657072
1119,14,2,1044657285
1120,1,1,1455303387
1121,2,3.5,1455301685
1122,3,4,1455306173
1123,4,3.5,1455357645
1124,5,4,1455302254
1125,6,0.5,1455306152
1126,7,3,1455619275
1127,8,3,1455303518
1128,9,3,1455357613
1129,10,3.5,1455301699
1130,12,4,1455306183
1131,13,0.5,1455356378
1132,14,3.5,1455357517
1133,1,0.5,1455356388
1134,2,1,1455356578
1135,3,0.5,1455356582
1136,4,4,1455356591
1137,5,3,1455398344
1138,6,3.5,1455302676
1139,7,4.5,1455356595
1140,8,4.5,1455398321
1141,9,4,1455356385
1142,10,4,1455301798
1143,12,3,1455399329
1144,13,3.5,1455301898
1145,14,3,1455357578
1146,1,3,1455303078
1147,2,4,1455356588
1148,3,3,1455397999
1149,4,3,1455357557
1150,5,3,1455303070
1151,6,3.5,1455306101
1152,7,4,1455398379
1153,8,4,1455301621
1154,9,4,1455399533
1155,10,3,1455302670
1156,12,4,1455356347
1157,13,4,1455399087
1158,14,4.5,1455303046
1159,1,3.5,1455402085
1160,2,4,1455303057
1161,3,3.5,1455399289
1162,4,5,1455356656
1163,5,3.5,1455398107
1164,6,5,1455301847
1165,7,3.5,1455356713
1166,8,3.5,1455356327
1167,9,3,1455397936
1168,10,5,1455303064
1169,12,2.5,1455302401
1170,13,3.5,1455302697
1171,14,1,1455398160
1172,1,3.5,1455398096
1173,2,2.5,1455357527
1174,3,4.5,1455357602
1175,4,3,1455398153
1176,5,3,1455357626
1177,6,5,1455302031
1178,7,3,1455356796
1179,8,4,1455301745
1180,9,2.5,1455301854
1181,10,3,1455401876
1182,12,5,1455302162
1183,13,5,1455357502
1184,14,3,1455356357
1185,1,4.5,1455359663
1186,2,1.5,1455399396
1187,3,3.5,1455356320
1188,4,3.5,1455301825
1189,5,3,1455357531
1190,6,3.5,1455302791
1191,7,4.5,1455302113
1192,8,2.5,1455357564
1193,9,2,1455398002
1194,10,3,1455302689
1195,12,2,1455301965
1196,13,2.5,1455398339
1197,14,3.5,1455302183
1198,1,4.5,1455356863
1199,2,0.5,1455357607
1200,3,3.5,1455357596
1201,4,4,1455304158
1202,5,4.5,1455302747
1203,6,3,1455399200
1204,7,3,1455357636
1205,8,0.5,1455398141
1206,9,5,1455301869
1207,10,2.5,1455301741
1208,12,3.5,1455399573
1209,13,3,1455356987
1210,14,3.5,1455301822
1211,1,3.5,1455398131
1212,2,2.5,1455356351
1213,3,3,1455356691
1214,4,3,1455357541
1215,5,2,1455302684
1216,6,3,1455356988
1217,7,5,1455306124
1218,8,3.5,1455399347
1219,9,2.5,1455357716
1220,10,5,1455302591
1221,12,3.5,1455399313
1222,13,3.5,1455357720
1223,14,2,1455398390
1224,1,3.5,1455357730
1225,2,3,1455398396
1226,3,3.5,1455306257
1227,4,4,1455357504
1228,5,3,1455399281
1229,6,3,1455356990
1230,7,5,1455302120
1231,8,5,1455301553
1232,9,4.5,1455357387
1233,10,4,1455398177
1234,12,4,1455356885
1235,13,3,1455398127
1236,14,3.5,1455399376
1237,1,5,1455302172
1238,2,0.5,1455301892
1239,3,1,1455398105
1240,4,3,1455356994
1241,5,4,1455398111
1242,6,4,1455356177
1243,7,4,1455357653
1244,8,2.5,1455399232
1245,9,3.5,1455357076
1246,10,4.5,1455306204
1247,12,1,1455398089
1248,13,2,1455399188
1249,14,0.5,1455302315
1250,1,0.5,1455398092
1251,2,4,1455357656
1252,3,4,1455398144
1253,4,4.5,1455357698
1254,5,4,1455398275
1255,6,1,1455302650
1256,7,3.5,1455357384
1257,8,5,1455302192
1258,9,4,1455356898
1259,10,5,1455356776
1260,12,5,902154266
1261,13,3,902154316
1262,14,4,902155135
1263,1,2,902154593
1264,2,3,902154458
1265,3,5,902154266
1266,4,5,902154266
1267,5,3,902154593
1268,6,3,902154567
1269,7,4,902154621
1270,8,3,902154706
1271,9,4,902154383
1272,10,4,902155070
1273,12,5,902154342
1274,13,5,901200263
1275,14,3,904510567
1276,1,2,902154684
1277,2,3,902154431
1278,3,4,902154431
1279,4,3,902154685
1280,5,5,902154316
1281,6,3,902154805
1282,7,4,902154431
1283,8,4,902154383
1284,9,3,902154805
1285,10,4,902154514
1286,12,5,902155043
1287,13,4,902154266
1288,14,5,902155102
1289,1,4,902154514
1290,2,4,902154431
1291,3,4,902154542
1292,4,4,902154487
